标题,作者,图书简介,链接 
有趣的交通工具绘本系列,（日）山本忠敬，艾茗（译）,"本套丛书包括：《推土机和它的伙伴们》、《出发喽，行驶吧！》、《失火了，消防车出动！》、《汽车图鉴》、《机场的汽车》，全5册。
交通工具是现如今生活中不可缺少的，有了交通工具，就等于延长了我们的腿和脚，我们就可以又快、又便捷的到达想要去的地方。对于学龄前的孩子还无法熟习一些抽象概念，例如“合作”、“空间概念”等等。世界交通工具类主题开创者山本忠敬利用乘物——即交通工具为主题创作，将繁复的机械简易化，变成孩子易懂的各种交通工具工作中状态的画面，让孩子通过“车子工作中”的阅读体验，享受书中的乐趣，与工作中的车子一起开心感受书中的概念。在书中更是独具匠心的加入了一些可爱的小朋友和小动物，淡化机械车辆冰冷的感觉，让孩子在愉快的阅读经验中学习。
在《汽车图鉴》中，运用“图鉴”的形式，让孩子认识一些日常能够见到的交通工具。与此同时父母也可以在生活中，结合书中的车型教孩子认知路上见到的各种汽车：如面包车、小轿车、公交车等等，真正地做到活学活用。
《推土机和它的伙伴们》一书，让孩子经由工地施工的工作场景，清楚地认识各种机械工程车辆。绘者将车辆的结构、管线等细节详细的描绘下来，让平时很少有机会仔细看它们细节的孩子对这类车型的印象深刻起来。
《出发喽，行驶吧！》一书中，绘者交织出各式各样色彩丰富而明亮的画面。小朋友将跟随美代去爷爷家的整个旅程中她所换乘的各种列车的过程，将典型的远途交通工具——火车，全面而精彩地呈现在小读者的眼前。
而在《失火了，消防车出动！》中，让威猛的救火车成为了故事的主角，通过各种消防车型如何对围困在失火大楼里的人们施救的故事情节，和救援完毕后收队等的场景，淋漓尽致的展示了这种特勤车辆的特别用途。绘者巧妙的运用不同角度的构图方式，传达了营救过程紧张有序的气氛，有助于小读者充分感受这种车辆的使用背景，从而更加了解它们、记住它们。
特别值得一提的是本套丛书中的《机场的汽车》一书，还涉及到生活中不太常见的民用机场使用的特种车辆，对这些日常很少见的场道车型、机坪车型、航站楼车型、应急救援等车型，通过模拟一架飞机从工作人员备飞，到旅客登机准备起飞的全过程，对机场中使用到的特种车辆都做了全面详细的用途和功能介绍，让孩子最大程度的开阔眼界，而不仅仅局限于身边常见的车型的认知。
这套绘本在一个个故事中穿插了各种车辆的使用特点，不会有隔行如隔山的枯燥感受，而是在不知不觉就在绘者的带领下，融入到书中讲述的场景故事中一气呵成的读完全套，融知识性、趣味性、教育意义于一体。不但适合喜爱机械的儿童看，也适合爱好绘本以及爱车的大人阅读，其“长期雄踞日本亚马逊畅销榜，畅销三十余年的经典”和极具绘画功底的全手绘的场景画面，也是这套书具有很高的珍藏价值所在。",https://www.xiaohuasheng.cn/book/9110ee3951d4ddf
我喜欢做的事,（新西兰） 特蕾西·莫洛尼 著；海豚传媒 编；（新西兰） 特蕾西·莫洛尼 绘；萧萍 译,“我喜欢做的事”系列图画书描述了孩子们日常生活中的点点滴滴，这些细节每时每刻都影响着孩子们的感受和情绪。爸爸妈妈们应该时时刻刻陪伴孩子，引导他们认识自己，表达心声，让他们学会乐观、宽容和慷慨，让他们拥有自信心，富有创造力。,https://www.xiaohuasheng.cn/book/ddb0016351451bf4
乐乐趣揭秘翻翻书认知版-我的生活(中英双语) [3-6岁],[英]莉比·瓦尔登 文，[英]菲奥娜·加洛韦 图，程琦 译,《我的生活》介绍了操场、公园、食物、交通工具等7大主题，涵盖了日常生活中常见的200余个事物。 两册书中共有50余个翻翻页，书中还有一个超大翻页，易于引起孩子的好奇心和探索欲，小手翻一翻，看看沙坑里有什么……让孩子加深对事物特征的记忆。,https://www.xiaohuasheng.cn/book/fd26784cadfbe7a3
猜猜我有多爱你,（爱尔兰） 山姆·麦克布雷尼 著；（英） 安妮塔·婕朗 绘；梅子涵 译,是一本经久不衰的睡前故事！获得过美国图书馆协会年度最佳童书。故事特别简单，全文就是一大一小两只兔子短短的对话，最后小兔子终于在一片酽酽爱意的包裹下睡去了。特别适合父母和孩子紧紧地依偎在床上，在熄灯之前一遍又一遍地轻声朗读。,https://www.xiaohuasheng.cn/book/2ba02d9b01aafcb2
儿童情绪管理图画书2,（新西兰） 特蕾西·莫洛尼 著；海豚传媒 编；特蕾西·莫洛尼 绘；萧萍 译,"年龄较小的孩子还不能清楚地认识自己的情感，无法用合适的方式表达自己的快乐、悲伤、嫉妒、沮丧、害怕……
得到自己想要的玩具，被爸爸拥抱妈妈表扬，收到小朋友送的礼物……有时候只要一个嘉许的眼神，就能给孩子幼小的心灵带来满足和快乐。
而无意中听到爸爸妈妈的争吵，在学校操场上成为被欺负的对象，想做的事不能做被粗暴的禁止……些事情不仅会让孩子的心情变得糟糕，而且还很有可能对孩子的一生产生深刻的负面影响。
每一个孩子从一生下来就是独立的个体，他们会面临各种各样的情绪，也许它们不会表达，可是这并不表示成年人可以忽略孩子成长中的情绪表现。
要重视孩子的情感要求并对孩子的情绪做出正确的引导，这就是Trace Moroney在她的 《Feelings Series》（中文译名《宝宝的第一套情绪管理丛书》）中想告诉每一个成年人的。
通过精致的画面和诗意的语言，Trace Moroney帮助孩子了解了他们常常会出现的情绪：快乐、激动、失望、窘迫、生气、悲伤、嫉妒、孤独……她通过美丽的图画书告诉孩子们要尊重自己的感受，体会正向的情绪，舒缓不良的情绪，帮助孩子建立安全感和自我意识，让孩子们减少压力，释放自我；同情他人，乐于倾听。幼儿的情绪，这是个常常被我们忽视，但是却十分重要的话题。现在“情商”教育越来越受到家长的重视，殊不知如果一个孩子不能在幼年时期管理自己的情绪，长大后情商的高低从何谈起？
是时候让我们静下心来和孩子一起读一读这套关于情绪的图画书了。",https://www.xiaohuasheng.cn/book/a9fded58daa37c96
"创意大师洞洞翻翻启蒙纸板书: 晚安,睡个好觉!",（意） 朱里安诺 著；梅静 译,"[创意大师洞洞翻翻启蒙纸板书 晚安,睡个好觉! 双语版]",https://www.xiaohuasheng.cn/book/c9c792c2dbb52b04
交通工具捉迷藏,石川浩二 著；蒲蒲兰 译,交通工具捉迷藏，ISBN：9787539142579，作者：石川浩二,https://www.xiaohuasheng.cn/book/f987646555212b9b
好饿的毛毛虫,（美） 艾瑞·卡尔 著；郑明进 译,"这条毛毛虫应该是孩子们中间最受欢迎的一条虫子了！这本书也入选了纽约公共图书馆“每个人都应该知道的100种图画书”。简单易懂，两岁的孩子也完全可以理解它的情节内容。能让宝宝学点知识，比如认识水果、学数数,还能培养宝宝的记忆力。书的排版也很用心，书页宽窄不一，贯穿多页的一排排洞洞，也可以边读边玩。  充满了诗情与创意的图画书,用充满童趣的语言讲述了从毛毛虫到美丽蝴蝶的故事。有知识，有趣味。适合和孩子一起阅读，玩用彩纸拼贴毛毛虫的游戏。",https://www.xiaohuasheng.cn/book/4a8ec2703528df0c
Goodnight Moon,Margaret Wise Brown（玛格丽特·怀斯·布朗） 著；Clement Hurd（克莱门特·赫德） 绘,"A beloved bedtime classic, both lovely and soothing. 
In a great green room, tucked away in bed, is a little bunny. ""Goodnight room, goodnight moon."" And to all the familiar things in the softly lit room—to the picture of the three little bears sitting in chairs, to the clocks and his socks, to the mittens and the kittens, to everything one by one—he says goodnight.
在绿色的大房间里，一只小兔子躺在床上。“晚安，房间。晚安，月亮。”他向这个灯光柔和的房间里的一切熟悉事物：三只小熊坐在椅子上的那幅画，座钟和短袜，小猫和手套，等等的所有东西，一一道晚安。它从孩子的视角出发，获得了无数大小读者的喜爱，荣誉等身，经久不衰。",https://www.xiaohuasheng.cn/book/816ca33fe873c7de
创意大师洞洞翻翻启蒙纸板书: 真好吃呀!,"米津祐介（Yusuke,Yonezu） 著",小猫喜欢吃小鱼，小老鼠喜欢吃奶酪。你喜欢吃什么呢？由日本米津？介著绘、张瑜珈翻译的这本《真好吃呀（双语版）》是来自国际创意大师的奇妙洞洞书，等你来发现！这是一套由德国*级儿童出版社Minedition原版引进，多国艺术大师倾力打造，适合1－3岁幼儿阅读的超级翻翻体验书！通过动手翻一翻、找一找达到幼儿精细动作、手眼协调发展，培养幼儿想象力、视知觉认知能力及审美能力。,https://www.xiaohuasheng.cn/book/c740e01c31c1273c
奇妙洞洞书系列: 我最喜欢车子,Giovanna Mantegazza,《奇妙洞洞书系列(第1辑):我最喜欢车子》是奇妙洞洞书系列之一，细心的妈妈有没有发现，在一个阶段，宝宝喜欢用小手指抠东西、戳洞洞，这说明宝宝到了精细小动作发展的关键期。本洞洞书专为此而设计，书中根据各种小动物们的生活习性来结构故事，在快乐的游戏中融入了对动物习性的认知，尤其是创意奇妙的各种洞洞，不但能让宝宝将手指锻炼得灵活有力，还能激发他们浓浓的学习兴趣！,https://www.xiaohuasheng.cn/book/6980da18a40d2b9b
"睡觉去, 小怪物!",（比）马里奥·拉莫 文/图；刘明/译,"睡觉的时间到了，小怪物依然精力旺盛，兴致盎然地满屋子跑个不停……做爸爸的只好采取武力措施，将小怪物强行抱起，准备将他扭送上床。被爸爸控制后的小怪物，用自己的小心思跟爸爸斗智斗勇，对爸爸提出的要求不停地说“不”,尝试了很多小花招来拖延上床睡觉的时间。这是比利时绘本作家马里奥·拉莫自编自绘的故事书，看似简单，但剪裁得当，体现出一种简洁明快的美感，是一本能让孩子们迅速产生共鸣和认同感的图画书。",https://www.xiaohuasheng.cn/book/faa2e80d72bcb6ed
萌宝宝:感统训练(套装共4册),（法） 阿尔梅勒·莫代雷 著；李一枝 译,"刚刚出生几个月的小宝宝，在学会说话之前，会在游戏当中逐渐发现宝宝周围的空间并且与周围的人交流。这段时间里，有很多快乐时光值得全家人共同分享，通过经常玩生活场景游戏，小宝宝将顺利迈出通向启蒙、创造力和身心健康的第一步。
把宝宝放在您的双膝上，背对着您。
您一只手拿书，让宝宝和您都能看到；
另一只手翻动书页，随着每一页的提示
带着宝宝做动作。
模仿、亲亲、挠痒痒……
宝宝好开心啊！
《小象摔倒了》
嘣的一声！
小象祖祖摔在地上。
哎呀，好疼啊，祖祖你哪儿疼？
《小兔找玩具》
小兔露露在找它的毛绒玩具。
玩具去哪儿了？
亲爱的，你在哪儿？
《小鳄鱼来洗澡》
扑通！小鳄鱼可可跳进了浴缸：
泡一泡，擦肥皂，
搓搓身子，乐陶陶！
《小老鼠开卡车》
轰隆隆！啦啦的卡车开动了：
路上有点高低不平，
要拐弯了，坐好，哎呀糟糕！
",https://www.xiaohuasheng.cn/book/4ad97f9e8e8c7ca8
0～4岁幼儿认知小百科,"（ 日 ） 吉田纯子/绘,徐超（译）",无简介,https://www.xiaohuasheng.cn/book/8a7bd60bd456aed8
我爱爸爸妈妈系列  我爱二宝,（英） 贾尔斯·安卓依 著；（英） 艾玛·杜德 绘；唐米 译,一个新生儿来到了一个三口之家，于是，开始了每天充满欢乐和暖心的生活。不管是大哥哥还是大姐姐，对于二宝的到来都充满喜悦和幸福感。绘本用色彩明快的图画和充满节奏的文字描述了作为大哥哥的我对二宝的从头到脚的喜爱，对国内目前到来的二胎时代中出现的一些处理亲子关系的窘境有极好的疏导和帮助作用。书中主要提到了关于二宝身体的词汇，让小读者在甜美柔软的语句中，了解自己的身体，了解爱，感受爱。,https://www.xiaohuasheng.cn/book/1fa936b246051a3b
创意大师洞洞翻翻启蒙纸板书: 5个小苹果,（日） 米津祐介 著；张瑜珈 译,[创意大师洞洞翻翻启蒙纸板书 5个小苹果 双语版],https://www.xiaohuasheng.cn/book/5e53031b4e1e2c7c
小火苗噗噗噗,（日） 新井洋行 著；徐超 译；黄亚承 校；黄亚承 注,水、火、风、土是日常生活中最普遍的东西，作者独具匠心地抓住它们运动的轨迹，用极富表现力的拟声词和简洁的大色块将自然事物基本的特性呈现了出来，带来强大的视觉和听觉冲击力。同时，通过水滴、火焰、风、泥土各种各样丰富的表情以拟人化的手法增强对运动感、速度感的表现力，同时容易吸引小年龄孩子的注意力和集中度，向他们展示大自然千变万化的美丽景象，丰富他们对世界和周围事物的感受力，培养最初的想象力。,https://www.xiaohuasheng.cn/book/86a21013dd4f8cce
中国名家经典原创图画书乐读本:真假孙悟空,潘小庆 著,《真假孙悟空》选自中国古典四大名著之一的《西游记》，讲述了唐僧师徒四人在西天取经的路上的历险故事。因为隔阂，孙悟空被唐僧赶回了花果山，不料一个假孙悟空冒充真孙悟空，打伤唐僧，抢了行囊。真孙悟空得知后，与假孙悟空一边打斗，一边向观音菩萨，地藏王菩萨等求助，最重在如来的帮助下，识得真悟空，又踏上了西天取经的道路。,https://www.xiaohuasheng.cn/book/e1eaaee26a3b86ce
