标题,作者,图书简介,链接 
Draw Me a Star,Eric Carle,"Draw me a star. And the artist drew a star. It was a good star. Draw me a sun, said the star. And the artist drew a sun.   And on the artist draws, bringing the world to life picture by beautiful picture until he is spirited across the night sky by a star that shines on all he has made. In  Draw Me a Star , Eric Carle celebrates the imagination in all of us with a beguiling story about a young artist who creates a world of light and possibility.  A remarkable, quintessentially simple book encompassing Creation, creativity, and the cycle of life within the eternal. --  Kirkus Reviews , pointer review  This book will appeal to readers of all ages. An inspired book in every sense of the word. --  School Library Journal   A fable about the passage through life and its fullness of  possibilities, children will like the cumulative effects of the tale, the creation of the world through paints, and Carle's  collages flaring with rainbow hues. -- The Bulletin of the Center for Children's Books",https://www.xiaohuasheng.cn/book/8499cf676c50ba77
自然拼读启蒙教程2,陈蒂娜（Tina Chen），连理查德（Richard Lien） 著,"从“学着读”到“读着学”
从自然拼读到自主阅读
...................
※编辑推荐※
☆对母语非英语的孩子来说，自然拼读是迈向自主阅读的起点，也是阅读之路长期所需的重要技能。这套《自然拼读启蒙教程》是麦格劳-希尔教育出版公司授权出版的全球经典教材，通过不同方式和多种语境讲解英语发音与拼读，致力于引导孩子完成激动人心的实质转变——从“学习阅读”到“在阅读中学习”！
☆循序渐进：内容涵盖字母、字母组合、单词构成、整句阅读、语篇阅读等，逐步拓展学习内容，不断提高拼读能力；以练带学：丰富多彩的练习配以生动有趣的图片，学的扎实，玩得快乐。
☆随时随处，想学就学。免费提供MP3音频、答案及指导手册，全方位支持课堂教学或家庭学习。随单册附赠MP3光盘，随整套附赠简明答案，此外还可翻至封底，登陆慕课网站或扫描二维码获取音频等更多形式的学习资源。
☆与同龄人相比，使用《自然拼读启蒙教程》的孩子在英语阅读中更有可能领先一步，因为他们获得了系统、全面、实用的训练：掌握字母与语音的关联，识别常用词（sight words），巩固拼写基础，拓展词汇量，在语境中习得阅读技巧……
...................
※内容简介※
自然拼读的本质在于建立英文字母与英语语音之间的联系，实现文字与语言的相互转换，使英语学习者在“听说”的基础上进一步具备“读写”能力。与国际音标（International Phonetic Alphabet, IPA）相比，前者是人为发明的注音方法，自然拼读是自然形成的发音规则，是语言内在的拼写机制。因此，自然拼读作为英语“识字”工具和阅读技能，更适合少儿英语学习者学习掌握。
全套《自然拼读启蒙教程》共分四级，本书是第二级，着重讲解a、e、i、o、u五个元音字母，双辅音字母组合，含有l、s、r的字母组合以及-s、-es、-ies和-ves的发音规则等，为之后学习更为复杂的拼读规律做好准备。全书分为6大模块，共包含26个学习单元， 6个回顾单元。书后附加短文阅读和图片词典，及时巩固本册所学内容，实现词汇积累，方便自我测评。",https://www.xiaohuasheng.cn/book/5a67dbe5db83d60f
Collins Phonics and Spelling: Ages 4-5,Harpercollins Uk 著,"Collins Phonics and Spelling is a series of seven puzzle books linked to the spelling requirements of each primary year group. The books contain a mixture of fun puzzle activities to practise and support phonics, word-building, spelling and vocabulary at home. * A fun way to practise spelling and phonics * Build understanding of spelling rules and patterns with clear examples * Challenging activities to support more able children * Practice activities for less confident children",https://www.xiaohuasheng.cn/book/ca2213949d18863d
"Can I Play Too? (Elephant & Piggy, #12)",Mo Willems,"Gerald is careful. Piggie is not. Piggie cannot help smiling. Gerald can. 
Gerald and Piggie are best friends. 
 
In  Can I Play Too?  Gerald and Piggie meet a new snake friend who wants to join in a game of catch. But don't you need arms to catch? 
 
Mo Willems’ Geisel Award-winning duo never fails to tickle readers of all ages. Like previous Elephant & Piggie Books, this adventure has been vetted by an early learning specialist and emerging learners themselves. It turns reading into play!",https://www.xiaohuasheng.cn/book/ebabfb565ea7e362
wee sing: 温馨童谣,（美） 尼普，（美） 比尔 著；（美） 克莱因 绘,"Wee Sing系列囊括几百首英文经典儿歌歌曲，内容丰富，音乐动听，在美国风行几十年，家喻户晓，路边小店都有售。尤为可贵的是，歌本中许多歌注明可开展的奥尔夫音乐活动，对家长极具指导意义。是最好的英文歌集。如果您推崇奥尔夫教育、或是喜欢英文歌、或是想让孩子学英文、或是想知道什么是真正的儿童歌曲，不妨在书橱里备上一套。
《温馨童谣》第一部分是一些配乐的、有节奏的幼儿游戏。包括手指游戏、脸部游戏、脚部游戏、搔痒痒、拍拍手、晃膝部和脚踝、舞蹈等。在做这些游戏时，您的孩子就会开始注意音律节奏了，并且能够亲身体验各种不同形式的动作，听到各种声音，这样他(她)就拥有大量的视觉和触觉感受。本书的第二部分包括摇篮曲和一些较为轻柔的儿歌。当您给您的孩子唱这些歌或哼这些曲子的时候，孩子可以从中找到舒适的感觉，那种平静的氛围有助于使他（她）尽快进入梦乡。",https://www.xiaohuasheng.cn/book/6a4897a50336bb08
Hop on Pop,Dr. Seuss,"A condensed, board book version of the classic bestseller, perfect for babies and toddlers. Introduces the youngest readers to the wonderful world of Seussian word play.",https://www.xiaohuasheng.cn/book/f51eb7c7a878e20
Oxford Discover: 1: Student Book,Lesley Koustaff Edgar Thang Le,Brand NEW. We ship worldwide,https://www.xiaohuasheng.cn/book/cfd927b56249e893
"Puppet books Child's play: See You Later, Alligator!",Annie Kubler,"Crocodile has lots of important chores to do around the home, but alligator is too busy to join in. Help teach him an important lesson withlots of finger puppet fun.
孩子可以把小手指套进去装扮成故事的主角，可以根据每页故事的发展和变化，边用小手操控手偶做出各种动作和表情，边用绘声绘色的语言把故事讲出来。孩子小的时候，爸爸妈妈可以反复表演给孩子看，利用手偶跟孩子互动。孩子在模仿中学习，总有一天会学会自己来表演和讲故事。",https://www.xiaohuasheng.cn/book/679c273cb2f99dbe
新概念英语第一册,L.G. Alexander,本版是《新概念英语》首次出版以来第一次推出的新版本。这套经典教材一如既往向读者提供一个完整的、经过实践检验的英语学习体系，使学生有可能在英语的四项基本技能——理解、口语、阅读和写作——方面最大限度地发挥自己的潜能。新版本保留了《新概念英语》得以成为世界闻名英语教程的一套基本原则，同时又包含了其他的重要特色：所有课文和练习中有关时事的内容更新。所有过时的课文都已更新，由新课文和配套的新练习、新插图取代。原有的教学法经过调整，以利于提高学生的交际能力。从第一课开始就安排了有效的听力训练。教材更简洁精炼，过去作为补充材料单独出版的句型训练和笔头练习均已取消，其精华纳入主干教程。为了帮助中国的英语学习者，新版增加了英汉对照词汇表、课文注释、简短的练习讲解和课文的参考译文。,https://www.xiaohuasheng.cn/book/b44691aad3335960
Nonfiction Sight Word Readers Parent Pack Level D: Teaches 25 key Sight Words to Help Your Child Soar as a Reader!,Liza Charlesworth,"Set the stage for your child to soar with these just-right books that teach the fourth 25 sight words! This cheery orange box includes 25 titles, each focused on a key sight word: number, no, way, could, people, etc. The books' real-world topics with predicable text are super-engaging to make mastering these must-know words easy and fun. Includes motivating stickers PLUS a mini-activity book to ensure learning sticks. Books correlate with Guided Reading Level D.
Fourth 25 Sight Words (Fry List): number, no, way, could, people, my, than, first, water, been, called, who, am, its, now, find, long, down, day, did, get, come, made, may, part For use with Grades PreK-1.",https://www.xiaohuasheng.cn/book/fca238d61df0e750
SuperKids 3美国培生超级少儿英语,无作者,"SUPERKIDS GOLD Edition is a fun and easy-to-teach six-level series for elementary school children learning English. Through lively child characters and an engaging storyline, SUPERKIDS presents and recycles language in ways that children can understand and use in their daily lives.",https://www.xiaohuasheng.cn/book/5a5aaa29b9beaea
The Very Busy Spider's Favorite Words,Eric Carle（艾瑞·卡尔） 著,Kids will love flipping through these chunky board books! These two  mini board books are children’s first steps to reading Eric Carle books  on their own. Each book shows ten images and ten easy words from  one of Eric Carle’s classic Very books. First-time readers will love to  learn these words and pictures and then find them later in the original  picture books!,https://www.xiaohuasheng.cn/book/8459436812051246
Color Zoo,Lois Ehlert,"Nine animals, nine shapes, and sixteen shades of color'everyone can have fun discovering them all by turning Color Zoo's full-color pages and watching a lion turn into a goat, an ox into a monkey, a tiger into a mouse. . . .     1990 Caldecott Honor Book
Notable Children's Books of 1989 (ALA)
1990 Fanfare Honor List (H)",https://www.xiaohuasheng.cn/book/b21fb1741886f664
hello teddy5,洪恩教程,无简介,https://www.xiaohuasheng.cn/book/4e03afc6d530c796
"Writing Skills Builder, Level 2","Scholastic, Inc. 著","Provides in-depth coverage of key writing skills and helps students acquire techniques to improve their sentences and paragraphs. Each workbook contains mini projects to consolidate students' learning.
- Construct simple sentences using appropriate punctuation
- Add information to their sentences For use with Grade 1.",https://www.xiaohuasheng.cn/book/a8e179807749e310
